ticket_id,created_at,agent_id,priority,resolution_hours,channel
2024,2024-04-12 03:30:00,208.0,High,6.91,Chat
2025,2024-04-12 04:00:00,255.0,High,11.92,Email
2026,2024-04-12 04:30:00,200.0,Low,33.19,Phone
2027,2024-04-12 05:00:00,216.0,Medium,10.22,Chat
2028,2024-04-12 05:30:00,215.0,High,12.32,Email
2029,2024-04-12 06:00:00,244.0,High,4.73,Email
2030,2024-04-12 06:30:00,208.0,Low,5.17,Phone
2031,2024-04-12 07:00:00,258.0,Medium,3.62,Phone
2032,2024-04-12 07:30:00,211.0,Medium,5.8,Email
2033,2024-04-12 08:00:00,251.0,High,26.16,Chat
2034,2024-04-12 08:30:00,234.0,Medium,10.99,Chat
2035,2024-04-12 09:00:00,215.0,Low,1.04,Chat
2036,2024-04-12 09:30:00,225.0,High,24.14,Chat
2037,2024-04-12 10:00:00,206.0,Medium,6.6,Phone
2038,2024-04-12 10:30:00,225.0,High,4.47,Phone
2039,2024-04-12 11:00:00,241.0,Medium,26.71,Email
2040,2024-04-12 11:30:00,212.0,High,11.39,Chat
2041,2024-04-12 12:00:00,257.0,High,34.59,Email
2042,2024-04-12 12:30:00,239.0,Low,12.78,Email
2043,2024-04-12 13:00:00,222.0,Low,6.06,Email
2044,2024-04-12 13:30:00,217.0,Medium,6.12,Chat
2045,2024-04-12 14:00:00,246.0,Low,11.33,Chat
2046,2024-04-12 14:30:00,223.0,High,6.7,Email
2047,2024-04-12 15:00:00,256.0,High,16.28,Chat
2048,2024-04-12 15:30:00,227.0,Low,9.42,Email
2049,2024-04-12 16:00:00,242.0,Medium,32.61,Email
2050,2024-04-12 16:30:00,254.0,High,6.94,Phone
2051,2024-04-12 17:00:00,257.0,High,14.0,Chat
2052,2024-04-12 17:30:00,214.0,Medium,33.21,Email
2053,2024-04-12 18:00:00,225.0,Low,17.91,Phone
2054,2024-04-12 18:30:00,243.0,Medium,28.98,Unknown
2055,2024-04-12 19:00:00,224.0,Medium,27.72,Phone
2056,2024-04-12 19:30:00,218.0,High,9.49,Email
2057,2024-04-12 20:00:00,237.0,High,7.52,Chat
2058,2024-04-12 20:30:00,253.0,Medium,0.74,Chat
2059,2024-04-12 21:00:00,227.0,Low,10.77,Chat
2060,2024-04-12 21:30:00,223.0,Medium,9.79,Email
2061,2024-04-12 22:00:00,245.0,High,13.5,Email
2062,2024-04-12 22:30:00,230.0,Medium,29.91,Unknown
2063,2024-04-12 23:00:00,218.0,High,9.13,Chat
2064,2024-04-12 23:30:00,252.0,High,8.55,Email
2065,2024-04-13 00:00:00,236.0,High,15.42,Chat
2066,2024-04-13 00:30:00,240.0,Medium,9.31,Chat
2067,2024-04-13 01:00:00,248.0,Medium,7.43,Email
2068,2024-04-13 01:30:00,205.0,Low,5.66,Phone
2069,2024-04-13 02:00:00,251.0,High,10.14,Chat
2070,2024-04-13 02:30:00,208.0,Medium,13.82,Phone
2071,2024-04-13 03:00:00,200.0,High,4.68,Phone
2072,2024-04-13 03:30:00,259.0,Low,7.0,Phone
2073,2024-04-13 04:00:00,216.0,High,11.15,Unknown
2074,2024-04-13 04:30:00,201.0,Medium,4.93,Phone
2075,2024-04-13 05:00:00,242.0,High,18.86,Unknown
2076,2024-04-13 05:30:00,218.0,Medium,19.39,Unknown
2077,2024-04-13 06:00:00,225.0,Low,8.39,Email
2078,2024-04-13 06:30:00,257.0,High,47.15,Chat
2079,2024-04-13 07:00:00,234.0,High,20.45,Chat
2080,2024-04-13 07:30:00,200.0,Low,15.54,Chat
2081,2024-04-13 08:00:00,240.0,Low,13.85,Email
2082,2024-04-13 08:30:00,209.0,Medium,23.16,Chat
2083,2024-04-13 09:00:00,219.0,High,27.59,Phone
2084,2024-04-13 09:30:00,212.0,High,14.51,Chat
2085,2024-04-13 10:00:00,254.0,Low,46.47,Chat
2086,2024-04-13 10:30:00,205.0,Medium,11.1,Chat
2087,2024-04-13 11:00:00,232.0,High,6.94,Chat
2088,2024-04-13 11:30:00,228.0,High,5.35,Email
2089,2024-04-13 12:00:00,233.0,Low,7.54,Chat
2090,2024-04-13 12:30:00,235.0,High,9.29,Phone
2091,2024-04-13 13:00:00,206.0,High,8.14,Chat
2092,2024-04-13 13:30:00,219.0,Low,6.79,Unknown
2093,2024-04-13 14:00:00,234.0,Medium,16.23,Unknown
2094,2024-04-13 14:30:00,206.0,Medium,3.58,Chat
2095,2024-04-13 15:00:00,248.0,High,3.25,Unknown
2096,2024-04-13 15:30:00,248.0,High,10.58,Email
2097,2024-04-13 16:00:00,231.0,High,8.2,Chat
2098,2024-04-13 16:30:00,248.0,High,5.12,Phone
2099,2024-04-13 17:00:00,225.0,Low,35.09,Email
2100,2024-04-13 17:30:00,233.0,High,8.72,Chat
2101,2024-04-13 18:00:00,227.0,Medium,13.73,Chat
2102,2024-04-13 18:30:00,208.0,High,3.44,Chat
2103,2024-04-13 19:00:00,210.0,Low,62.03,Chat
2104,2024-04-13 19:30:00,232.0,High,8.17,Chat
2105,2024-04-13 20:00:00,204.0,High,19.72,Phone
2106,2024-04-13 20:30:00,237.0,High,12.51,Email
2107,2024-04-13 21:00:00,219.0,High,16.21,Email
2108,2024-04-13 21:30:00,225.0,High,6.69,Chat
2109,2024-04-13 22:00:00,,Medium,0.64,Chat
2110,2024-04-13 22:30:00,251.0,Medium,2.64,Phone
2111,2024-04-13 23:00:00,228.0,Medium,28.67,Phone
2112,2024-04-13 23:30:00,223.0,Low,15.57,Phone
2113,2024-04-14 00:00:00,248.0,Medium,16.46,Email
2114,2024-04-14 00:30:00,,Medium,6.82,Email
2115,2024-04-14 01:00:00,244.0,High,8.32,Chat
2116,2024-04-14 01:30:00,206.0,High,7.92,Email
2117,2024-04-14 02:00:00,242.0,High,3.89,Chat
2118,2024-04-14 02:30:00,233.0,High,17.15,Chat
2119,2024-04-14 03:00:00,212.0,High,6.09,Chat
2120,2024-04-14 03:30:00,245.0,High,2.08,Phone
2121,2024-04-14 04:00:00,232.0,Medium,11.01,Email
2122,2024-04-14 04:30:00,243.0,Medium,9.79,Email
2123,2024-04-14 05:00:00,,Medium,6.24,Phone
2124,2024-04-14 05:30:00,215.0,High,12.68,Phone
2125,2024-04-14 06:00:00,248.0,High,15.83,Email
2126,2024-04-14 06:30:00,259.0,Medium,22.04,Phone
2127,2024-04-14 07:00:00,231.0,High,6.75,Chat
2128,2024-04-14 07:30:00,243.0,Low,6.08,Email
2129,2024-04-14 08:00:00,246.0,Low,16.94,Chat
2130,2024-04-14 08:30:00,225.0,High,11.14,Chat
2131,2024-04-14 09:00:00,248.0,Medium,7.8,Chat
2132,2024-04-14 09:30:00,224.0,Medium,18.66,Email
2133,2024-04-14 10:00:00,253.0,High,25.05,Email
2134,2024-04-14 10:30:00,246.0,Low,16.94,Email
2135,2024-04-14 11:00:00,232.0,High,4.64,Email
2136,2024-04-14 11:30:00,210.0,High,0.43,Email
2137,2024-04-14 12:00:00,249.0,Medium,19.39,Email
2138,2024-04-14 12:30:00,238.0,High,8.63,Email
2139,2024-04-14 13:00:00,234.0,Low,9.89,Email
2140,2024-04-14 13:30:00,243.0,High,10.14,Chat
2141,2024-04-14 14:00:00,259.0,High,19.01,Email
2142,2024-04-14 14:30:00,230.0,Low,12.21,Email
2143,2024-04-14 15:00:00,223.0,High,10.72,Chat
2144,2024-04-14 15:30:00,252.0,High,2.25,Phone
2145,2024-04-14 16:00:00,238.0,Low,15.98,Phone
2146,2024-04-14 16:30:00,228.0,High,9.44,Email
2147,2024-04-14 17:00:00,210.0,Medium,13.89,Email
2148,2024-04-14 17:30:00,227.0,Medium,25.48,Chat
2149,2024-04-14 18:00:00,256.0,High,5.7,Email
2150,2024-04-14 18:30:00,217.0,Medium,15.11,Phone
2151,2024-04-14 19:00:00,257.0,Low,1.09,Chat
2152,2024-04-14 19:30:00,255.0,High,1.72,Unknown
2153,2024-04-14 20:00:00,250.0,High,13.92,Chat
2154,2024-04-14 20:30:00,218.0,Medium,18.4,Chat
2155,2024-04-14 21:00:00,247.0,High,6.08,Email
2156,2024-04-14 21:30:00,241.0,Low,22.12,Email
2157,2024-04-14 22:00:00,253.0,High,10.42,Email
2158,2024-04-14 22:30:00,224.0,High,21.62,Phone
2159,2024-04-14 23:00:00,237.0,High,5.59,Unknown
2160,2024-04-14 23:30:00,256.0,Low,5.01,Chat
2161,2024-04-15 00:00:00,254.0,High,23.07,Chat
2162,2024-04-15 00:30:00,256.0,Medium,25.05,Phone
2163,2024-04-15 01:00:00,206.0,Low,4.86,Chat
2164,2024-04-15 01:30:00,201.0,Medium,26.08,Phone
2165,2024-04-15 02:00:00,205.0,Medium,14.13,Email
2166,2024-04-15 02:30:00,259.0,High,4.42,Phone
2167,2024-04-15 03:00:00,224.0,Medium,5.36,Email
2168,2024-04-15 03:30:00,236.0,High,10.02,Chat
2169,2024-04-15 04:00:00,225.0,High,9.01,Chat
2170,2024-04-15 04:30:00,204.0,Medium,18.98,Phone
2171,2024-04-15 05:00:00,254.0,Low,8.52,Email
2172,2024-04-15 05:30:00,229.0,High,2.16,Email
2173,2024-04-15 06:00:00,218.0,Medium,19.61,Phone
2174,2024-04-15 06:30:00,202.0,Medium,34.54,Email
2175,2024-04-15 07:00:00,206.0,Medium,1.81,Email
2176,2024-04-15 07:30:00,232.0,High,20.07,Chat
2177,2024-04-15 08:00:00,246.0,Low,2.25,Unknown
2178,2024-04-15 08:30:00,211.0,Low,16.47,Email
2179,2024-04-15 09:00:00,231.0,High,7.83,Email
2180,2024-04-15 09:30:00,222.0,High,3.64,Email
2181,2024-04-15 10:00:00,239.0,High,11.24,Unknown
2182,2024-04-15 10:30:00,218.0,High,5.92,Email
2183,2024-04-15 11:00:00,253.0,Medium,29.59,Phone
2184,2024-04-15 11:30:00,236.0,High,9.15,Email
2185,2024-04-15 12:00:00,210.0,High,13.23,Chat
2186,2024-04-15 12:30:00,249.0,Medium,10.85,Chat
2187,2024-04-15 13:00:00,238.0,High,18.63,Phone
2188,2024-04-15 13:30:00,256.0,Low,6.01,Chat
2189,2024-04-15 14:00:00,255.0,Medium,35.13,Chat
2190,2024-04-15 14:30:00,219.0,High,12.44,Email
2191,2024-04-15 15:00:00,241.0,Low,12.61,Chat
2192,2024-04-15 15:30:00,234.0,High,11.19,Chat
2193,2024-04-15 16:00:00,226.0,High,12.32,Email
2194,2024-04-15 16:30:00,200.0,Medium,8.57,Email
2195,2024-04-15 17:00:00,248.0,Medium,7.67,Phone
2196,2024-04-15 17:30:00,222.0,Low,8.3,Email
2197,2024-04-15 18:00:00,204.0,Medium,13.19,Chat
2198,2024-04-15 18:30:00,257.0,Low,20.7,Chat
2199,2024-04-15 19:00:00,224.0,High,13.62,Email
2200,2024-04-15 19:30:00,207.0,High,9.35,Phone
2201,2024-04-15 20:00:00,226.0,Low,14.72,Email
2202,2024-04-15 20:30:00,252.0,Low,19.78,Phone
2203,2024-04-15 21:00:00,244.0,Low,15.57,Email
2204,2024-04-15 21:30:00,239.0,Low,30.55,Email
2205,2024-04-15 22:00:00,217.0,High,11.14,Chat
2206,2024-04-15 22:30:00,217.0,Low,11.34,Chat
2207,2024-04-15 23:00:00,215.0,Low,6.79,Chat
2208,2024-04-15 23:30:00,246.0,High,5.74,Phone
2209,2024-04-16 00:00:00,248.0,High,12.9,Phone
2210,2024-04-16 00:30:00,217.0,Medium,8.33,Phone
2211,2024-04-16 01:00:00,218.0,Low,17.15,Phone
2212,2024-04-16 01:30:00,253.0,High,9.12,Phone
2213,2024-04-16 02:00:00,258.0,Medium,11.67,Phone
2214,2024-04-16 02:30:00,204.0,High,33.41,Phone
2215,2024-04-16 03:00:00,215.0,High,19.11,Phone
2216,2024-04-16 03:30:00,207.0,Medium,21.25,Email
2217,2024-04-16 04:00:00,221.0,Low,6.1,Chat
2218,2024-04-16 04:30:00,245.0,High,5.1,Phone
2219,2024-04-16 05:00:00,235.0,High,7.74,Chat
2220,2024-04-16 05:30:00,226.0,Medium,23.27,Chat
2221,2024-04-16 06:00:00,212.0,Medium,4.78,Email
2222,2024-04-16 06:30:00,208.0,High,11.54,Email
2223,2024-04-16 07:00:00,245.0,High,28.83,Phone
2224,2024-04-16 07:30:00,230.0,Medium,8.15,Chat
2225,2024-04-16 08:00:00,201.0,Medium,11.03,Email
2226,2024-04-16 08:30:00,217.0,Low,16.51,Chat
2227,2024-04-16 09:00:00,240.0,Low,2.6,Unknown
2228,2024-04-16 09:30:00,232.0,High,24.54,Email
2229,2024-04-16 10:00:00,243.0,High,8.86,Unknown
2230,2024-04-16 10:30:00,244.0,Medium,8.81,Email
2231,2024-04-16 11:00:00,206.0,Medium,2.02,Email
2232,2024-04-16 11:30:00,251.0,Medium,5.89,Unknown
2233,2024-04-16 12:00:00,235.0,Medium,0.54,Email
2234,2024-04-16 12:30:00,203.0,High,23.52,Unknown
2235,2024-04-16 13:00:00,257.0,High,25.97,Email
2236,2024-04-16 13:30:00,235.0,Medium,5.5,Chat
2237,2024-04-16 14:00:00,214.0,Medium,21.3,Unknown
2238,2024-04-16 14:30:00,259.0,Low,15.06,Email
2239,2024-04-16 15:00:00,202.0,Low,5.19,Phone
2240,2024-04-16 15:30:00,227.0,High,4.47,Phone
2241,2024-04-16 16:00:00,202.0,Low,2.03,Chat
2242,2024-04-16 16:30:00,246.0,High,2.65,Email
2243,2024-04-16 17:00:00,246.0,High,15.73,Phone
2244,2024-04-16 17:30:00,205.0,Low,36.59,Email
2245,2024-04-16 18:00:00,217.0,Medium,15.3,Chat
2246,2024-04-16 18:30:00,252.0,Medium,1.66,Email
2247,2024-04-16 19:00:00,215.0,Low,7.76,Phone
2248,2024-04-16 19:30:00,234.0,High,9.78,Email
2249,2024-04-16 20:00:00,232.0,High,2.88,Chat
2250,2024-04-16 20:30:00,253.0,Medium,4.95,Chat
2251,2024-04-16 21:00:00,244.0,High,13.49,Email
2252,2024-04-16 21:30:00,247.0,High,8.09,Chat
2253,2024-04-16 22:00:00,205.0,High,5.67,Phone
2254,2024-04-16 22:30:00,252.0,High,1.9,Unknown
2255,2024-04-16 23:00:00,227.0,Medium,18.94,Chat
2256,2024-04-16 23:30:00,203.0,High,13.97,Email
2257,2024-04-17 00:00:00,205.0,Low,34.02,Email
2258,2024-04-17 00:30:00,242.0,High,3.05,Chat
2259,2024-04-17 01:00:00,253.0,Low,16.25,Email
2260,2024-04-17 01:30:00,211.0,Low,16.86,Chat
2261,2024-04-17 02:00:00,217.0,Low,11.44,Chat
2262,2024-04-17 02:30:00,215.0,Low,5.6,Phone
2263,2024-04-17 03:00:00,253.0,High,7.38,Phone
2264,2024-04-17 03:30:00,219.0,High,10.72,Chat
2265,2024-04-17 04:00:00,239.0,High,1.39,Email
2266,2024-04-17 04:30:00,235.0,High,16.74,Chat
2267,2024-04-17 05:00:00,224.0,Medium,11.08,Email
2268,2024-04-17 05:30:00,237.0,Low,7.96,Phone
2269,2024-04-17 06:00:00,212.0,High,11.43,Phone
2270,2024-04-17 06:30:00,255.0,High,11.4,Email
2271,2024-04-17 07:00:00,254.0,Medium,14.24,Unknown
2272,2024-04-17 07:30:00,200.0,High,11.91,Chat
2273,2024-04-17 08:00:00,,Medium,5.16,Phone
2274,2024-04-17 08:30:00,211.0,High,6.26,Phone
2275,2024-04-17 09:00:00,226.0,High,11.23,Chat
2276,2024-04-17 09:30:00,221.0,Low,9.9,Email
2277,2024-04-17 10:00:00,252.0,Medium,26.62,Chat
2278,2024-04-17 10:30:00,249.0,Low,6.22,Unknown
2279,2024-04-17 11:00:00,217.0,Low,7.66,Phone
2280,2024-04-17 11:30:00,232.0,Medium,8.2,Chat
2281,2024-04-17 12:00:00,223.0,Medium,2.85,Unknown
2282,2024-04-17 12:30:00,230.0,Low,11.45,Phone
2283,2024-04-17 13:00:00,254.0,Low,4.58,Chat
2284,2024-04-17 13:30:00,245.0,Low,7.28,Phone
2285,2024-04-17 14:00:00,203.0,High,5.03,Email
2286,2024-04-17 14:30:00,239.0,High,9.07,Email
2287,2024-04-17 15:00:00,246.0,Medium,11.55,Chat
2288,2024-04-17 15:30:00,217.0,Medium,9.61,Phone
2289,2024-04-17 16:00:00,244.0,Medium,12.77,Chat
2290,2024-04-17 16:30:00,205.0,Low,3.84,Email
2291,2024-04-17 17:00:00,205.0,Medium,7.0,Chat
2292,2024-04-17 17:30:00,227.0,High,30.75,Phone
2293,2024-04-17 18:00:00,224.0,Low,7.07,Phone
2294,2024-04-17 18:30:00,252.0,Medium,14.62,Phone
2295,2024-04-17 19:00:00,249.0,Medium,19.88,Email
2296,2024-04-17 19:30:00,235.0,High,1.69,Phone
2297,2024-04-17 20:00:00,232.0,High,11.52,Chat
2298,2024-04-17 20:30:00,203.0,High,7.49,Email
2299,2024-04-17 21:00:00,211.0,High,11.51,Unknown
2300,2024-04-17 21:30:00,226.0,High,9.78,Chat
2301,2024-04-17 22:00:00,225.0,High,14.69,Chat
2302,2024-04-17 22:30:00,223.0,Medium,3.61,Unknown
2303,2024-04-17 23:00:00,230.0,Medium,2.98,Chat
2304,2024-04-17 23:30:00,234.0,High,13.68,Chat
2305,2024-04-18 00:00:00,223.0,Low,11.43,Chat
2306,2024-04-18 00:30:00,235.0,Low,0.94,Phone
2307,2024-04-18 01:00:00,206.0,High,27.78,Chat
2308,2024-04-18 01:30:00,257.0,Medium,8.58,Email
2309,2024-04-18 02:00:00,231.0,Medium,9.28,Email
2310,2024-04-18 02:30:00,220.0,High,1.99,Phone
2311,2024-04-18 03:00:00,226.0,Low,10.83,Phone
2312,2024-04-18 03:30:00,224.0,Low,13.28,Email
2313,2024-04-18 04:00:00,217.0,High,15.94,Phone
2314,2024-04-18 04:30:00,236.0,Medium,4.14,Chat
2315,2024-04-18 05:00:00,253.0,Medium,57.86,Chat
2316,2024-04-18 05:30:00,253.0,High,17.34,Phone
2317,2024-04-18 06:00:00,210.0,High,19.15,Phone
2318,2024-04-18 06:30:00,242.0,Medium,32.9,Email
2319,2024-04-18 07:00:00,245.0,Medium,9.17,Email
2320,2024-04-18 07:30:00,228.0,Medium,12.06,Chat
2321,2024-04-18 08:00:00,241.0,High,1.01,Email
2322,2024-04-18 08:30:00,248.0,High,1.72,Phone
2323,2024-04-18 09:00:00,206.0,Low,9.1,Chat
2324,2024-04-18 09:30:00,229.0,Low,11.13,Chat
2325,2024-04-18 10:00:00,201.0,High,9.02,Phone
2326,2024-04-18 10:30:00,257.0,Low,7.14,Email
2327,2024-04-18 11:00:00,231.0,Low,15.56,Email
2328,2024-04-18 11:30:00,216.0,High,15.95,Chat
2329,2024-04-18 12:00:00,203.0,High,7.66,Email
2330,2024-04-18 12:30:00,207.0,Medium,10.61,Chat
2331,2024-04-18 13:00:00,216.0,High,14.03,Email
2332,2024-04-18 13:30:00,249.0,Medium,11.92,Unknown
2333,2024-04-18 14:00:00,258.0,Low,2.57,Phone
2334,2024-04-18 14:30:00,217.0,High,7.63,Phone
2335,2024-04-18 15:00:00,220.0,Low,6.83,Phone
2336,2024-04-18 15:30:00,250.0,Medium,24.34,Email
2337,2024-04-18 16:00:00,206.0,Low,4.82,Chat
2338,2024-04-18 16:30:00,236.0,High,8.78,Chat
2339,2024-04-18 17:00:00,,High,7.97,Email
2340,2024-04-18 17:30:00,230.0,High,7.22,Email
2341,2024-04-18 18:00:00,250.0,Medium,2.17,Phone
2342,2024-04-18 18:30:00,205.0,High,30.43,Email
2343,2024-04-18 19:00:00,,High,9.31,Phone
2344,2024-04-18 19:30:00,247.0,Low,14.19,Chat
2345,2024-04-18 20:00:00,218.0,Low,12.38,Chat
2346,2024-04-18 20:30:00,203.0,Low,7.1,Email
2347,2024-04-18 21:00:00,227.0,High,9.2,Phone
2348,2024-04-18 21:30:00,257.0,High,22.48,Chat
2349,2024-04-18 22:00:00,247.0,High,2.77,Email
2350,2024-04-18 22:30:00,252.0,High,9.42,Email
2351,2024-04-18 23:00:00,217.0,High,12.15,Email
2352,2024-04-18 23:30:00,218.0,Low,7.34,Phone
2353,2024-04-19 00:00:00,209.0,Medium,7.27,Chat
2354,2024-04-19 00:30:00,207.0,Low,15.03,Chat
2355,2024-04-19 01:00:00,216.0,High,8.45,Email
2356,2024-04-19 01:30:00,253.0,Low,33.48,Phone
2357,2024-04-19 02:00:00,240.0,High,15.21,Chat
2358,2024-04-19 02:30:00,228.0,Low,25.56,Chat
2359,2024-04-19 03:00:00,,Medium,15.91,Phone
2360,2024-04-19 03:30:00,207.0,Medium,4.6,Phone
2361,2024-04-19 04:00:00,229.0,High,9.0,Unknown
2362,2024-04-19 04:30:00,229.0,High,9.94,Phone
2363,2024-04-19 05:00:00,245.0,High,10.0,Email
2364,2024-04-19 05:30:00,214.0,High,15.0,Chat
2365,2024-04-19 06:00:00,251.0,Low,14.11,Phone
2366,2024-04-19 06:30:00,224.0,Low,10.37,Email
2367,2024-04-19 07:00:00,203.0,Medium,3.18,Chat
2368,2024-04-19 07:30:00,238.0,Low,27.99,Email
2369,2024-04-19 08:00:00,236.0,Low,7.39,Chat
2370,2024-04-19 08:30:00,254.0,Low,6.51,Chat
2371,2024-04-19 09:00:00,,High,0.97,Email
2372,2024-04-19 09:30:00,248.0,Medium,15.77,Chat
2373,2024-04-19 10:00:00,214.0,High,19.58,Email
2374,2024-04-19 10:30:00,209.0,Low,19.21,Chat
2375,2024-04-19 11:00:00,238.0,Low,0.93,Chat
2376,2024-04-19 11:30:00,228.0,High,20.92,Phone
2377,2024-04-19 12:00:00,247.0,Medium,7.6,Chat
2378,2024-04-19 12:30:00,229.0,Medium,7.89,Email
2379,2024-04-19 13:00:00,247.0,Low,5.44,Unknown
2380,2024-04-19 13:30:00,259.0,Low,14.67,Chat
2381,2024-04-19 14:00:00,258.0,Low,19.61,Chat
2382,2024-04-19 14:30:00,,High,10.15,Email
2383,2024-04-19 15:00:00,258.0,Low,7.58,Phone
2384,2024-04-19 15:30:00,230.0,High,21.11,Phone
2385,2024-04-19 16:00:00,222.0,Medium,9.13,Phone
2386,2024-04-19 16:30:00,254.0,High,11.68,Chat
2387,2024-04-19 17:00:00,210.0,Medium,7.05,Chat
2388,2024-04-19 17:30:00,223.0,High,12.5,Phone
2389,2024-04-19 18:00:00,249.0,High,13.92,Phone
2390,2024-04-19 18:30:00,215.0,Medium,5.21,Chat
2391,2024-04-19 19:00:00,256.0,Low,2.87,Chat
2392,2024-04-19 19:30:00,233.0,Medium,8.51,Phone
2393,2024-04-19 20:00:00,230.0,Medium,2.98,Email
2394,2024-04-19 20:30:00,219.0,Medium,8.89,Email
2395,2024-04-19 21:00:00,207.0,Low,20.08,Phone
2396,2024-04-19 21:30:00,255.0,High,7.93,Chat
2397,2024-04-19 22:00:00,200.0,Medium,0.5,Email
2398,2024-04-19 22:30:00,205.0,High,4.33,Phone
2399,2024-04-19 23:00:00,204.0,High,11.61,Phone
2400,2024-04-19 23:30:00,212.0,Medium,11.36,Email
2401,2024-04-20 00:00:00,244.0,High,5.11,Chat
2402,2024-04-20 00:30:00,205.0,High,14.65,Phone
2403,2024-04-20 01:00:00,208.0,Low,5.24,Phone
2404,2024-04-20 01:30:00,242.0,High,26.56,Phone
2405,2024-04-20 02:00:00,202.0,Medium,18.28,Email
2406,2024-04-20 02:30:00,217.0,High,44.38,Email
2407,2024-04-20 03:00:00,249.0,Medium,14.96,Unknown
2408,2024-04-20 03:30:00,254.0,Medium,10.015,Phone
2409,2024-04-20 04:00:00,229.0,Medium,3.41,Chat
2410,2024-04-20 04:30:00,253.0,Low,10.54,Chat
2411,2024-04-20 05:00:00,253.0,High,3.68,Phone
2412,2024-04-20 05:30:00,256.0,Low,19.92,Chat
2413,2024-04-20 06:00:00,214.0,High,5.34,Email
2414,2024-04-20 06:30:00,215.0,High,43.41,Chat
2415,2024-04-20 07:00:00,239.0,Low,9.24,Unknown
2416,2024-04-20 07:30:00,200.0,High,39.73,Chat
2417,2024-04-20 08:00:00,215.0,Medium,2.41,Email
2418,2024-04-20 08:30:00,223.0,High,6.96,Email
2419,2024-04-20 09:00:00,253.0,High,3.09,Email
2420,2024-04-20 09:30:00,257.0,High,3.58,Chat
2421,2024-04-20 10:00:00,220.0,High,10.06,Chat
2422,2024-04-20 10:30:00,245.0,High,1.65,Chat
2423,2024-04-20 11:00:00,232.0,Medium,15.55,Email
2424,2024-04-20 11:30:00,203.0,Medium,9.21,Phone
2425,2024-04-20 12:00:00,223.0,Medium,6.4,Chat
2426,2024-04-20 12:30:00,242.0,High,7.37,Phone
2427,2024-04-20 13:00:00,242.0,Low,6.76,Phone
2428,2024-04-20 13:30:00,255.0,Low,48.47,Chat
2429,2024-04-20 14:00:00,237.0,Low,8.3,Unknown
2430,2024-04-20 14:30:00,258.0,High,8.82,Email
2431,2024-04-20 15:00:00,227.0,Medium,6.93,Chat
2432,2024-04-20 15:30:00,242.0,Low,19.79,Chat
2433,2024-04-20 16:00:00,237.0,Medium,12.24,Email
2434,2024-04-20 16:30:00,251.0,High,11.5,Email
2435,2024-04-20 17:00:00,255.0,Medium,1.55,Email
2436,2024-04-20 17:30:00,250.0,High,9.22,Email
2437,2024-04-20 18:00:00,257.0,Medium,20.42,Email
2438,2024-04-20 18:30:00,221.0,Low,4.76,Chat
2439,2024-04-20 19:00:00,259.0,Low,21.69,Chat
2440,2024-04-20 19:30:00,205.0,High,12.49,Chat
2441,2024-04-20 20:00:00,222.0,Medium,12.34,Chat
2442,2024-04-20 20:30:00,243.0,High,15.46,Email
2443,2024-04-20 21:00:00,237.0,High,6.57,Email
2444,2024-04-20 21:30:00,208.0,Low,8.95,Email
2445,2024-04-20 22:00:00,240.0,High,20.67,Phone
2446,2024-04-20 22:30:00,223.0,High,25.31,Email
2447,2024-04-20 23:00:00,247.0,Low,21.82,Chat
2448,2024-04-20 23:30:00,,Medium,26.79,Chat
2449,2024-04-21 00:00:00,212.0,Medium,22.26,Email
2450,2024-04-21 00:30:00,233.0,High,2.26,Phone
2451,2024-04-21 01:00:00,201.0,High,14.36,Chat
2452,2024-04-21 01:30:00,231.0,High,2.33,Chat
2453,2024-04-21 02:00:00,250.0,Low,4.11,Phone
2454,2024-04-21 02:30:00,256.0,High,3.22,Email
2455,2024-04-21 03:00:00,247.0,Low,4.91,Chat
2456,2024-04-21 03:30:00,217.0,Low,10.94,Email
2457,2024-04-21 04:00:00,222.0,Medium,4.5,Phone
2458,2024-04-21 04:30:00,259.0,High,11.69,Chat
2459,2024-04-21 05:00:00,247.0,Low,20.59,Phone
2460,2024-04-21 05:30:00,254.0,High,13.5,Phone
2461,2024-04-21 06:00:00,214.0,High,1.55,Chat
2462,2024-04-21 06:30:00,221.0,Low,8.33,Chat
2463,2024-04-21 07:00:00,249.0,High,16.31,Email
2464,2024-04-21 07:30:00,219.0,Low,7.9,Chat
2465,2024-04-21 08:00:00,245.0,High,13.55,Email
2466,2024-04-21 08:30:00,207.0,Medium,4.7,Phone
2467,2024-04-21 09:00:00,203.0,Medium,7.95,Chat
2468,2024-04-21 09:30:00,254.0,Low,17.33,Phone
2469,2024-04-21 10:00:00,218.0,High,3.64,Email
2470,2024-04-21 10:30:00,211.0,Low,9.53,Email
2471,2024-04-21 11:00:00,215.0,Low,8.74,Email
2472,2024-04-21 11:30:00,200.0,High,7.17,Chat
2473,2024-04-21 12:00:00,245.0,High,13.23,Email
2474,2024-04-21 12:30:00,253.0,High,22.89,Email
2475,2024-04-21 13:00:00,201.0,High,8.26,Chat
2476,2024-04-21 13:30:00,235.0,Medium,5.88,Chat
2477,2024-04-21 14:00:00,221.0,High,8.14,Phone
2478,2024-04-21 14:30:00,240.0,High,24.18,Phone
2479,2024-04-21 15:00:00,242.0,High,4.7,Email
2480,2024-04-21 15:30:00,243.0,High,3.96,Chat
2481,2024-04-21 16:00:00,202.0,High,6.31,Phone
